date,close_raw,total_mv,total_shares,pe_ttm,pe_static
2024-12-05,27.17,122318901231.67,4501983851,-18.25402578,9.01133057
2024-12-06,26.01,117096599964.51,4501983851,-17.47468571,8.62659949
2024-12-09,25.74,115881064324.74,4501983851,-17.29328758,8.53705001
2024-12-10,25.26,113720112076.26,4501983851,-16.97080203,8.37785095
2024-12-11,25.26,113720112076.26,4501983851,-16.97080203,8.37785095
2024-12-12,25.25,113675092237.75,4501983851,-16.96408359,8.3745343
2024-12-13,24.07,108362751293.57,4501983851,-16.17130661,7.98316992
2024-12-16,23.59,106201799045.09,4501983851,-15.84882106,7.82397086
2024-12-17,23.5,105796620498.5,4501983851,-15.78835502,7.79412103
2024-12-18,23.47,105661560982.97,4501983851,-15.76819967,7.78417109
2024-12-19,23.13,104130886473.63,4501983851,-15.53977241,7.67140508
2024-12-20,22.66,102014954063.66,4501983851,-15.22400531,7.51552266
2024-12-23,22.91,103140450026.41,4501983851,-15.39196653,7.59843884
2024-12-24,23.86,107417334684.86,4501983851,-16.03021918,7.91352033
2024-12-25,23.74,106877096622.74,4501983851,-15.94959779,7.87372057
2024-12-26,22.39,100799418423.89,4501983851,-15.04260719,7.42597319
2024-12-27,22.05,99268743914.55,4501983851,-14.81417992,7.31320718
2024-12-30,22.6,101744835032.6,4501983851,-15.18369462,7.49562278
2024-12-31,22.11,99538884613.41,4501984831,-14.85449385,-14.14154219
2025-01-02,22.09,99448844916.79,4501984831,-14.84105695,-14.1287502
2025-01-03,21.29,95847257051.99,4501984831,-14.30358092,-13.6170707
2025-01-06,21.14,95171959327.34,4501984831,-14.20280416,-13.52113079
2025-01-07,21.12,95081919630.72,4501984831,-14.18936726,-13.50833881
2025-01-08,21.15,95216979175.65,4501984831,-14.20952261,-13.52752679
2025-01-09,20.9,94091482967.9,4501984831,-14.04156135,-13.36762694
2025-01-10,20.05,90264795861.55,4501984831,-13.47049307,-12.82396747
2025-01-13,20.18,90850053889.58,4501984831,-13.55783292,-12.90711539
2025-01-14,20.71,93236105850.01,4501984831,-13.91391079,-13.24610306
2025-01-15,21.54,96972753259.74,4501984831,-14.47154218,-13.77697054
2025-01-16,21.72,97783110529.32,4501984831,-14.59247428,-13.89209843
2025-01-17,21.72,97783110529.32,4501984831,-14.59247428,-13.89209843
2025-01-20,21.17,95307021899.58,4501984974,-14.22295996,-13.5403192
2025-01-21,20.19,90895076625.06,4501984974,-13.5645518,-12.9135118
2025-01-22,19.98,89949659780.52,4501984974,-13.42346434,-12.77919592
2025-01-23,19.8,89139302485.2,4501984974,-13.30253223,-12.66406803
2025-01-24,20.71,93236108811.54,4501984974,-13.91391124,-13.24610348
2025-01-27,20.46,92110612568.04,4501984974,-13.74594997,-13.08620363
2025-02-05,20.58,92650853707.86,4501985117,-13.82657182,-13.16295598
2025-02-06,21.08,94901846266.36,4501985117,-14.16249436,-13.48275569
2025-02-07,22.74,102375141560.58,4501985117,-15.2777572,-14.54449072
2025-02-10,22.12,99583910788.04,4501985117,-14.86121324,-14.14793908
2025-02-11,21.39,96297461652.63,4501985117,-14.37076633,-13.68103151
2025-02-12,21.77,98008215997.09,4501985117,-14.62606747,-13.92407928
2025-02-13,21.43,96477541057.31,4501985117,-14.39764014,-13.70661548
2025-02-14,21.47,96657620461.99,4501985117,-14.42451394,-13.73219946
2025-02-17,21.78,98053235848.26,4501985117,-14.63278592,-13.93047528
2025-02-18,20.9,94091488945.3,4501985117,-14.04156224,-13.36762779
2025-02-19,21.19,95397064629.23,4501985117,-14.23639732,-13.55311162
2025-02-20,20.49,92245675047.33,4501985117,-13.76610576,-13.10539203
2025-02-21,20.58,92650853707.86,4501985117,-13.82657182,-13.16295598
2025-02-24,20.8,93641290433.6,4501985117,-13.97437773,-13.30366785
2025-02-25,21.42,96432521206.14,4501985117,-14.39092169,-13.70021949
2025-02-26,22.07,99358811532.19,4501985117,-14.82762099,-14.11595911
2025-02-27,21.56,97062799122.52,4501985117,-14.48498,-13.78976341
2025-02-28,21.09,94946866117.53,4501985117,-14.16921281,-13.48915168
2025-03-03,21.31,95937302843.27,4501985117,-14.31701873,-13.62986355
2025-03-04,21.28,95802243289.76,4501985117,-14.29686337,-13.61067557
2025-03-05,20.64,92920972814.88,4501985117,-13.86688252,-13.20133194
2025-03-06,21.33,96027354191.79,4501985663,-14.33045737,-13.6426572
2025-03-07,21.42,96432532901.46,4501985663,-14.39092343,-13.70022115
2025-03-10,21.77,98008227883.51,4501985663,-14.62606924,-13.92408097
2025-03-11,22.07,99358823582.41,4501985663,-14.82762279,-14.11596082
2025-03-12,21.45,96567592471.35,4501985663,-14.41107879,-13.71940914
2025-03-13,21.02,94631738636.26,4501985663,-14.12218537,-13.44438135
2025-03-14,21.63,97377949890.69,4501985663,-14.53201092,-13.83453704
2025-03-17,21.66,97513009460.58,4501985663,-14.55216627,-13.85372503
2025-03-18,21.49,96747671897.87,4501985663,-14.43795259,-13.74499311
2025-03-19,21.12,95081937202.56,4501985663,-14.18936988,-13.5083413
2025-03-20,21.0,94541698923.0,4501985663,-14.10874846,-13.43158936
2025-03-21,20.79,93596281933.77,4501985663,-13.96766098,-13.29727347
2025-03-24,20.51,92335725948.13,4501985663,-13.77954433,-13.11818561
2025-03-25,20.5,92290706091.5,4501985663,-13.77282588,-13.11178962
2025-03-26,20.81,93686321647.03,4501985663,-13.98109788,-13.31006546
2025-03-27,20.32,91480348672.16,4501985663,-13.65189375,-12.99666171
2025-03-28,19.98,89949673546.74,4501985663,-13.42346639,-12.77919788
2025-03-31,19.13,86122986268.83,4501985691,-12.85239808,-12.23553839
2025-04-01,19.18,86348085553.38,4501985691,-12.88599034,-12.26751836
2025-04-02,18.89,85042509702.99,4501985691,-12.69115524,-12.08203451
2025-04-03,18.62,83826973566.42,4501985691,-12.50975705,-11.90934264
2025-04-07,16.76,75453280181.16,4501985691,-11.26012503,-10.71968758
2025-04-08,17.01,76578776603.91,4501985691,-11.42808633,-10.87958745
2025-04-09,17.2,77434153885.2,4501985691,-11.55573691,-11.00111136
2025-04-10,17.47,78649690510.93,4501985719,-11.73713518,-11.17380329
2025-04-11,17.31,77929372795.89,4501985719,-11.62963995,-11.07146737
2025-04-14,17.4,78334551510.6,4501985719,-11.69010601,-11.12903132
2025-04-15,17.25,77659253652.75,4501985719,-11.58932924,-11.0330914
2025-04-16,17.45,78559650796.55,4501985719,-11.72369827,-11.1610113
2025-04-17,17.27,77749293367.13,4501985719,-11.60276614,-11.04588339
2025-04-18,16.93,76218618222.67,4501985719,-11.37433878,-10.82841956
2025-04-21,17.01,76578777080.19,4501985719,-11.4280864,-10.87958752
