date,close_raw,total_mv,total_shares,pe_ttm,pe_static,pe_ex_post_ntm
2019-01-02,17.37,48475993865.31,2790788363,16.07964732,18.95100641,9.181838381359968
2019-01-03,17.48,48782980585.24,2790788363,16.18147583,19.07101854,9.239984738409456
2019-01-04,17.94,50066743232.22,2790788363,16.60730414,19.57288745,9.483142231525495
2019-01-07,18.43,51434229530.09,2790788363,17.06090386,20.10748694,9.742157822018665
2019-01-08,18.5,51629584715.5,2790788363,17.12570382,20.1838583,9.779160049231976
2019-01-09,19.03,53108702547.89,2790788363,17.61633209,20.76209856,10.059319769561323
2019-01-10,20.93,58411200437.59,2790788363,19.37518816,22.83503536,11.063665936779742
2019-01-11,20.04,55927398794.52,2790788363,18.55130295,21.86402812,10.5932090479248
2019-01-14,20.34,56764635303.42,2790788363,18.82901707,22.19133393,10.751790021696129
2019-01-15,21.52,60057765571.76,2790788363,19.92135926,23.47873679,11.375541851863359
2019-01-16,21.26,59332160597.38,2790788363,19.68067369,23.19507175,11.238105007928205
2019-01-17,20.85,58187937368.55,2790788363,19.30113106,22.74775381,11.02137767710739
2019-01-18,22.27,62150856844.01,2790788363,20.61564455,24.29700131,11.771994286291681
2019-01-21,22.12,61732238589.56,2790788363,20.47678749,24.13334841,11.692703799406017
2019-01-22,21.95,61257804567.85,2790788363,20.31941616,23.94787511,11.602841247602264
2019-01-23,22.1,61676422822.3,2790788363,20.45827321,24.11152802,11.682131734487928
2019-01-24,22.2,61955501658.6,2790788363,20.55084459,24.22062996,11.73499205907837
2019-01-25,22.53,62876461818.39,2790788363,20.85633011,24.58066635,11.909431130226833
2019-01-28,22.17,61871778007.71,2790788363,20.52307318,24.18789938,11.719133961701237
2019-01-29,22.3,62234580494.9,2790788363,20.64341596,24.32973189,11.787852383668815
2019-01-30,22.52,62848553934.76,2790788363,20.84707298,24.56975615,11.90414509776779
2019-01-31,22.18,61899685891.34,2790788363,20.53233031,24.19880957,11.724419994160282
2019-02-01,22.83,63713698327.29,2790788363,21.13404423,24.90797216,12.068012103998162
2019-02-11,23.26,64913737323.38,2790788363,21.53210113,25.37711049,12.295311499737068
2019-02-12,22.95,64048592930.85,2790788363,21.24512988,25.03889448,12.131444493506693
2019-02-13,23.14,64578842719.82,2790788363,21.42101548,25.24618816,12.231879110228537
2019-02-14,23.93,66783565526.59,2790788363,22.15232932,26.10809346,12.649475674493036
2019-02-15,23.6,65862605366.8,2790788363,21.84684379,25.74805707,12.475036603344575
2019-02-18,24.7,68932472566.1,2790788363,22.86512889,26.94817837,13.05650017383945
2019-02-19,25.12,70104603678.56,2790788363,23.25392865,27.40640651,13.27851353711931
2019-02-20,25.71,71751168812.73,2790788363,23.80009974,28.05010794,13.590389452202924
2019-02-21,26.97,75267562150.11,2790788363,24.96649903,29.42479234,14.256429542042508
2019-02-22,29.0,80932862527.0,2790788363,26.84569788,31.63956165,15.329494131228502
2019-02-25,28.96,80821230992.48,2790788363,26.80866933,31.59592088,15.308350001392325
2019-02-26,28.64,79928178716.32,2790788363,26.51244094,31.24679468,15.13919696270291
2019-02-27,26.78,74737312361.14,2790788363,24.79061342,29.21749866,14.155994925320666
2019-02-28,27.1,75630364637.3,2790788363,25.08684182,29.56662486,14.325147964010084
2019-03-01,27.67,77221114004.21,2790788363,25.61449864,30.1885059,14.62645181417561
2019-03-04,27.4,76467601146.2,2790788363,25.36455593,29.89393067,14.483728937781413
2019-03-05,27.57,76942035167.91,2790788363,25.52192726,30.07940396,14.573591489585167
2019-03-06,26.7,74514049292.1,2790788363,24.71655633,29.13021711,14.113706665648312
2019-03-07,26.0,72560497438.0,2790788363,24.06855672,28.36650355,13.74368439351521
2019-03-08,25.31,70634853467.53,2790788363,23.42981426,27.61370019,13.37894815384115
2019-03-11,27.84,77695548025.92,2790788363,25.77186997,30.37397919,14.716314365979363
2019-03-12,27.82,77639732258.66,2790788363,25.75335569,30.3521588,14.705742301061274
2019-03-13,27.61,77053666702.43,2790788363,25.55895581,30.12304473,14.594735619421343
2019-03-14,27.15,75769904055.45,2790788363,25.1331275,29.62117582,14.351578126305304
2019-03-15,27.5,76746679982.5,2790788363,25.4571273,30.0030326,14.536589262371855
2019-03-18,28.01,78169982047.63,2790788363,25.9292413,30.55945248,14.806176917783116
2019-03-19,27.21,75937351357.23,2790788363,25.18867032,29.68663699,14.38329432105957
2019-03-20,26.73,74597772942.99,2790788363,24.74432774,29.16294769,14.129564763025446
2019-03-21,26.7,74514049292.1,2790788363,24.71655633,29.13021711,14.113706665648312
2019-03-22,25.89,72253510718.07,2790788363,23.96672821,28.24649142,13.685538036465724
2019-03-25,25.5,71165103256.5,2790788363,23.60569986,27.82099387,13.479382770562994
2019-03-26,25.33,70690669234.79,2790788363,23.44832853,27.63552058,13.38952021875924
2019-03-27,25.13,70132511562.19,2790788363,23.26318579,27.4173167,13.283799569578354
2019-03-28,25.58,71388366325.54,2790788363,23.67975696,27.90827542,13.521671030235346
2019-03-29,26.1,72839576274.3,2790788363,24.1611281,28.47560549,13.796544718105652
2019-04-01,28.28,78923689047.84,2790795228,26.1792484,30.85410361,12.082289526017053
2019-04-02,28.02,78198082288.56,2790795228,25.93856224,30.57043787,11.971207656258763
2019-04-03,27.85,77723647099.8,2790795228,25.78119052,30.38496413,11.898577202955266
2019-04-04,27.74,77416659624.72,2790795228,25.67936176,30.2649517,11.851581027288297
2019-04-08,27.09,75602867763.15,2790803535,25.07772101,29.55587534,11.573910803356691
2019-04-09,27.09,75602867763.15,2790803535,29.55587522,29.55587534,11.573910803356691
2019-04-10,27.09,75602867763.15,2790803535,29.55587522,29.55587534,11.573910803356691
2019-04-11,27.09,75602867763.15,2790803535,29.55587522,29.55587534,11.573910803356691
2019-04-12,27.09,75602867763.15,2790803535,29.55587522,29.55587534,11.573910803356691
2019-04-15,27.09,75602867763.15,2790803535,29.55587522,29.55587534,11.573910803356691
2019-04-16,27.09,75602892198.33,2790804437,29.55588478,29.55588489,11.573914544095663
2019-04-17,23.4,84806839236.6,3624223899,33.1540381,33.15403824,12.982930699322493
2019-04-18,24.32,88141125223.68,3624223899,34.4575302,34.45753034,13.493370709723203
2019-04-19,24.37,88322336418.63,3624223899,34.52837216,34.5283723,13.521112014636289
2019-04-22,24.32,88141125223.68,3624223899,34.4575302,34.45753034,13.493370709723203
2019-04-23,23.59,85495441777.41,3624223899,33.42323756,33.42323769,13.088347657992205
2019-04-24,23.64,85676652972.36,3624223899,33.49407952,33.49407965,13.116088962905287
2019-04-25,23.55,85350472821.45,3624223899,33.36656399,33.36656412,13.066154614061738
2019-04-26,22.69,82233640268.31,3624223899,32.14808225,32.14808237,12.589004169556723
2019-04-29,22.7,82269882507.3,3624223899,32.16225064,32.16225077,12.594552430539341
2019-04-30,22.7,82269882507.3,3624223899,31.3281582,32.16225077,12.594552430539341
2019-05-06,22.56,81762491161.44,3624223899,31.13494489,31.96389327,12.516876776782711
2019-05-07,23.2,84081994456.8,3624223899,32.01820574,32.87067039,12.871965479670163
2019-05-08,22.18,80385286079.82,3624223899,30.61050876,31.42549436,12.306042859443286
2019-05-09,22.36,81037646381.64,3624223899,30.85892588,31.68052543,12.40591155713038
2019-05-10,23.47,85060534909.53,3624223899,32.39083141,33.25321698,13.021768526200807
2019-05-13,23.27,84335690129.73,3624223899,32.1148124,32.96984913,12.910803306548477
2019-05-14,23.4,84806839236.6,3624223899,32.29422476,33.15403824,12.982930699322493
2019-05-15,25.17,91221715537.83,3624223899,34.73699304,35.66184369,13.964972893245603
2019-05-16,25.0,90605597475.0,3624223899,34.50237688,35.42098102,13.870652456541125
2019-05-17,24.1,87343795965.9,3624223899,33.26029131,34.1458257,13.371308968105643
2019-05-20,24.0,86981373576.0,3624223899,33.1222818,34.00414178,13.315826358279478
2019-05-21,23.8,86256528796.2,3624223899,32.84626279,33.72077393,13.20486113862715
2019-05-22,24.2,87706218355.8,3624223899,33.39830082,34.28750963,13.426791577931809
2019-05-23,23.92,86691435664.08,3624223899,33.0118742,33.89079464,13.271440270418548
2019-05-24,23.68,85821621928.32,3624223899,32.68065138,33.55075322,13.138282006835754
2019-05-27,23.9,86618951186.1,3624223899,32.98427229,33.86245786,13.260343748453316
2019-05-28,24.03,87090100292.97,3624223899,33.16368465,34.04664696,13.332471141227328
2019-05-29,23.45,84988050431.55,3624223899,32.36322951,33.2248802,13.010672004235575
2019-05-30,23.41,84843081475.59,3624223899,32.30802571,33.16820663,12.988478960305107
2019-05-31,23.83,86365255513.17,3624223899,32.88766564,33.76327911,13.221505921574998
2019-06-03,23.15,83900783261.85,3624223899,31.94920099,32.79982843,12.844224174757082
2019-06-04,23.32,84516901324.68,3624223899,32.18381715,33.0406911,12.938544611461559
2019-06-05,23.01,83393391915.99,3624223899,31.75598768,32.60147093,12.766548521000452
2019-06-06,21.92,79442987866.08,3624223899,30.25168405,31.05711616,12.161788073895258
2019-06-10,22.71,82306124746.29,3624223899,31.34195915,32.17641916,12.600100691521956
2019-06-11,23.21,84118236695.79,3624223899,32.03200669,32.88483878,12.877513740652779
2019-06-12,22.44,81327584293.56,3624223899,30.96933348,31.79387256,12.450297644991313
2019-06-13,22.57,81798733400.43,3624223899,31.14874584,31.97806167,12.522425037765325
2019-06-14,22.3,80820192947.7,3624223899,30.77612017,31.59551507,12.372621991234682
2019-06-17,21.47,77812087111.53,3624223899,29.63064126,30.4195385,11.912116329677517
2019-06-18,21.77,78899354281.23,3624223899,30.04466978,30.84459027,12.07856415915601
2019-06-19,22.39,81146373098.61,3624223899,30.90032873,31.7230306,12.42255634007823
2019-06-20,23.04,83502118632.96,3624223899,31.79739053,32.64397611,12.7831933039483
2019-06-21,23.14,83864541022.86,3624223899,31.93540004,32.78566003,12.838675913774464
2019-06-24,23.49,85133019387.51,3624223899,32.41843331,33.28155377,13.03286504816604
2019-06-25,22.74,82414851463.26,3624223899,31.38336201,32.21892434,12.616745474469806
2019-06-26,22.78,82559820419.22,3624223899,31.43856581,32.27559791,12.638938518400272
2019-06-27,23.17,83973267739.83,3624223899,31.97680289,32.82816521,12.855320696722314
2019-06-28,23.11,83755814305.89,3624223899,31.89399718,32.74315486,12.822031130826614
