date,close_raw,total_mv,total_shares,pe_ttm,pe_static,pe_ex_post_ntm
2019-01-02,29.02,33142373736.02,1142052851,14.31203326,15.06394719,-5.539088422084934
2019-01-03,29.18,33325102192.18,1142052851,14.39094179,15.14700134,-5.569627848257697
2019-01-04,30.18,34467155043.18,1142052851,14.88412005,15.6660898,-5.7604992618374675
2019-01-07,30.62,34969658297.62,1142052851,15.10111849,15.89448873,-5.844482683812567
2019-01-08,30.23,34524257685.73,1142052851,14.90877897,15.69204423,-5.770042832516457
2019-01-09,29.44,33622035933.44,1142052851,14.51916814,15.28196434,-5.619254415788437
2019-01-10,29.2,33347943249.2,1142052851,14.40080535,15.15738311,-5.573445276529292
2019-01-11,29.21,33359363777.71,1142052851,14.40573713,15.162574,-5.57535399066509
2019-01-14,29.2,33347943249.2,1142052851,14.40080535,15.15738311,-5.573445276529292
2019-01-15,29.75,33976072317.25,1142052851,14.6720534,15.44288177,-5.678424553998166
2019-01-16,29.32,33484989591.32,1142052851,14.45998674,15.21967373,-5.596349846158865
2019-01-17,28.95,33062430036.45,1142052851,14.27751079,15.027611,-5.52572742313435
2019-01-18,29.46,33644876990.46,1142052851,14.5290317,15.29234611,-5.623071844060033
2019-01-21,29.86,34101698130.86,1142052851,14.72630301,15.4999815,-5.699420409491941
2019-01-22,29.56,33759082275.56,1142052851,14.57834953,15.34425496,-5.64215898541801
2019-01-23,29.93,34181641830.43,1142052851,14.76082549,15.53631769,-5.712781408442525
2019-01-24,29.48,33667718047.48,1142052851,14.53889527,15.30272788,-5.626889272331628
2019-01-25,29.42,33599194876.42,1142052851,14.50930457,15.27158257,-5.6154369875168415
2019-01-28,28.91,33016747922.41,1142052851,14.25778365,15.00684746,-5.518092566591159
2019-01-29,27.72,31657705029.72,1142052851,13.67090152,14.38913219,-5.290955584431233
2019-01-30,27.68,31612022915.68,1142052851,13.65117439,14.36836865,-5.283320727888041
2019-01-31,26.9,30721221691.9,1142052851,13.26649534,13.96347965,-5.134441025295821
2019-02-01,27.87,31829012957.37,1142052851,13.74487826,14.46699546,-5.319586296468198
2019-02-11,29.95,34204482887.45,1142052851,14.77068905,15.54669946,-5.7165988367141205
2019-02-12,29.86,34101698130.86,1142052851,14.72630301,15.4999815,-5.699420409491941
2019-02-13,31.6,36088870091.6,1142052851,15.58443319,16.40319542,-6.031536669120741
2019-02-14,31.79,36305860133.29,1142052851,15.67813706,16.50182223,-6.0678022377008975
2019-02-15,31.27,35711992650.77,1142052851,15.42168436,16.23189623,-5.968549102639416
2019-02-18,32.3,36888307087.3,1142052851,15.92965797,16.76655735,-6.165146658626581
2019-02-19,31.71,36214495905.21,1142052851,15.6386828,16.46029515,-6.052532524614516
2019-02-20,32.66,37299446113.66,1142052851,16.10720215,16.95342919,-6.233860367515298
2019-02-21,33.09,37790528839.59,1142052851,16.3192688,17.17663723,-6.315935075354599
2019-02-22,33.91,38727012177.41,1142052851,16.72367498,17.60228977,-6.472449634490011
2019-02-25,37.12,42393001829.12,1142052851,18.30677721,19.26856374,-7.085146872081074
2019-02-26,37.88,43260961995.88,1142052851,18.6815927,19.66307097,-7.230209146401698
2019-02-27,36.61,41810554875.11,1142052851,18.0552563,19.00382862,-6.987802451155391
2019-02-28,37.11,42381581300.61,1142052851,19.17770141,19.26337285,-7.083238157945275
2019-03-01,37.2,42484366057.2,1142052851,19.2242116,19.31009081,-7.100416585167454
2019-03-04,37.38,42689935570.38,1142052851,19.31723198,19.40352674,-7.134773439611813
2019-03-05,37.55,42884084555.05,1142052851,19.40508456,19.49177178,-7.1672215799203745
2019-03-06,38.6,44083240048.6,1142052851,19.94770343,20.03681466,-7.367636564179133
2019-03-07,38.4,43854829478.4,1142052851,19.84434746,19.93299697,-7.329462281463179
2019-03-08,35.36,40382988811.36,1142052851,18.27333662,18.35496804,-6.749213184180677
2019-03-11,36.59,41787713818.09,1142052851,18.90897587,18.99344685,-6.983985022883794
2019-03-12,36.74,41959021745.74,1142052851,18.98649285,19.07131012,-7.01261573492076
2019-03-13,38.31,43752044721.81,1142052851,19.79783727,19.88627901,-7.312283854241
2019-03-14,38.84,44357332732.84,1142052851,20.07173061,20.16139589,-7.413445703438278
2019-03-15,38.57,44048978463.07,1142052851,19.93220004,20.02124201,-7.36191042177174
2019-03-18,38.99,44528640660.49,1142052851,20.14924759,20.23925916,-7.442076415475243
2019-03-19,38.7,44197445333.7,1142052851,19.99938142,20.08872351,-7.3867237055371096
2019-03-20,37.7,43055392482.7,1142052851,19.48260154,19.56963504,-7.1958522919573396
2019-03-21,37.81,43181018296.31,1142052851,19.53944733,19.62673478,-7.216848147451114
2019-03-22,36.98,42233114429.98,1142052851,19.11052003,19.19589135,-7.058424874179906
2019-03-25,36.27,41422256905.77,1142052851,18.74360631,18.82733854,-6.922906170538268
2019-03-26,36.11,41239528449.61,1142052851,18.66092153,18.74428439,-6.892366744365505
2019-03-27,34.88,39834803442.88,1142052851,18.02528227,18.10580558,-6.657594905662387
2019-03-28,34.45,39343720716.95,1142052851,17.80306692,17.88259754,-6.575520197823086
2019-03-29,35.16,40154578241.16,1142052851,18.25115035,18.25115035,-6.711038901464724
2019-04-01,36.59,41787713818.09,1142052851,18.99344685,18.99344685,-6.336318955017465
2019-04-02,37.33,42632832927.83,1142052851,19.37757231,19.37757231,-6.464465334539546
2019-04-03,37.25,42541468699.75,1142052851,19.33604524,19.33604524,-6.45061167188851
2019-04-04,37.44,42758458741.44,1142052851,19.43467204,19.43467204,-6.4835141206847196
2019-04-08,37.85,43226700410.35,1142052851,19.64749831,19.64749831,-6.554514141771278
2019-04-09,37.01,42267376015.51,1142052851,19.21146401,19.21146401,-6.409050683935403
2019-04-10,36.68,41890498574.68,1142052851,19.04016481,19.04016481,-6.35190432549988
2019-04-11,36.81,42038965445.31,1142052851,19.10764631,19.10764631,-6.374416527307813
2019-04-12,34.82,39766280271.82,1142052851,18.07466027,18.07466027,-6.0298066688633
2019-04-15,34.28,39149571732.28,1142052851,17.7943525,17.7943525,-5.936294445968808
2019-04-16,35.11,40097475598.61,1142052851,18.22519593,18.22519593,-6.080026195973304
2019-04-17,35.99,41102482107.49,1142052851,18.68199377,18.68199377,-6.232416485134697
2019-04-18,35.43,40462932510.93,1142052851,18.39130423,18.39130423,-6.135440846577447
2019-04-19,35.08,40063214013.08,1142052851,18.20962327,18.20962327,-6.074831072479165
2019-04-22,34.7,39629233929.7,1142052851,18.01236966,18.01236966,-6.0090261748867455
2019-04-23,34.64,39560710758.64,1142052851,17.98122435,17.98122435,-5.998635927898469
2019-04-24,34.02,38852637991.02,1142052851,17.6593895,17.6593895,-5.891270042352942
2019-04-25,33.26,37984677824.26,1142052851,17.26488227,17.26488227,-5.759660247168103
2019-04-26,32.31,36899727615.81,1142052851,16.77174823,16.77174823,-5.595148003187053
2019-04-29,30.74,35106704639.74,1142052851,15.95677934,15.95677934,-5.323269873660477
2019-04-30,29.63,33839025975.13,1142052851,20.49372381,15.38059115,-5.131050304377357
2019-05-06,28.33,32354357268.83,1142052851,19.59457292,14.70577615,-4.9059282862980265
2019-05-07,28.73,32811178409.23,1142052851,19.87123473,14.91341153,-4.975196599553205
2019-05-08,28.34,32365777797.34,1142052851,19.60148946,14.71096703,-4.907659994129406
2019-05-09,27.71,31646284501.21,1142052851,19.16574711,14.3839413,-4.798562400752499
2019-05-10,28.5,32548506253.5,1142052851,19.71215419,14.79402119,-4.935367319431477
2019-05-13,28.32,32342936740.32,1142052851,19.58765637,14.70058526,-4.904196578466647
2019-05-14,28.05,32034582470.55,1142052851,19.40090965,14.56043138,-4.857440467019401
2019-05-15,28.32,32342936740.32,1142052851,19.58765637,14.70058526,-4.904196578466647
2019-05-16,29.0,33119532679.0,1142052851,20.05798145,15.05356542,-5.02195271100045
2019-05-17,27.86,31817592428.86,1142052851,19.26949529,14.46180457,-4.824538018223191
2019-05-20,27.92,31886115599.92,1142052851,19.31099456,14.49294988,-4.834928265211468
2019-05-21,28.4,32434300968.4,1142052851,19.64298873,14.74211234,-4.918050241117682
2019-05-22,27.95,31920377185.45,1142052851,19.33174419,14.50852253,-4.8401233887056065
2019-05-23,27.13,30983893847.63,1142052851,18.76458748,14.08286999,-4.6981233465324905
2019-05-24,26.98,30812585919.98,1142052851,18.6608393,14.00500672,-4.672147729061798
2019-05-27,27.57,31486397102.07,1142052851,19.06891547,14.31126892,-4.774318491113187
2019-05-28,27.5,31406453402.5,1142052851,19.02049965,14.27493272,-4.762196536293531
2019-05-29,27.52,31429294459.52,1142052851,19.03433274,14.28531449,-4.765659951956289
2019-05-30,28.21,32217310926.71,1142052851,19.51157437,14.64348553,-4.885147792321472
2019-05-31,27.75,31691966615.25,1142052851,19.19341329,14.40470484,-4.805489232078017
2019-06-03,27.09,30936453430.05,1141987945,18.73585642,14.06130727,-4.690929901625342
2019-06-04,26.63,30411138975.35,1141987945,18.41771342,13.82254014,-4.6112758685966355
2019-06-05,26.58,30354039578.1,1141987945,18.38313266,13.7965872,-4.602617821528298
2019-06-06,25.42,29029333561.9,1141987945,17.580859,13.1944788,-4.401751129542865
2019-06-10,26.0,29691686570.0,1141987945,17.98199583,13.495533,-4.502184475535581
2019-06-11,26.6,30376879337.0,1141987945,18.39696496,13.80696838,-4.606081040355633
2019-06-12,26.47,30228420904.15,1141987945,18.30705499,13.73949071,-4.583570117977955
2019-06-13,26.48,30239840783.6,1141987945,18.31397114,13.7446813,-4.585301727391623
2019-06-14,25.91,29588907654.95,1141987945,17.91975046,13.44881769,-4.486599990812574
2019-06-17,25.83,29497548619.35,1141987945,17.86442124,13.40729298,-4.472747115503233
2019-06-18,25.59,29223471512.55,1141987945,17.69843359,13.28271882,-4.431188489575213
2019-06-19,25.56,29189211874.2,1141987945,17.67768513,13.26714706,-4.425993661334211
2019-06-20,25.72,29371929945.4,1141987945,17.78834357,13.35019649,-4.453699411952891
2019-06-21,25.98,29668846811.1,1141987945,17.96816353,13.48515182,-4.498721256708246
2019-06-24,26.03,29725946208.35,1141987945,18.00274429,13.51110477,-4.507379303776584
2019-06-25,25.53,29154952235.85,1141987945,17.65693668,13.25157529,-4.420798833093207
2019-06-26,25.74,29394769704.3,1141987945,17.80217587,13.36057767,-4.457162630780226
2019-06-27,25.55,29177791994.75,1141987945,17.67076898,13.26195647,-4.424262051920542
2019-06-28,25.28,28869455249.6,1141987945,17.48403287,13.12181055,-4.377508597751519
